ID,Site,Disturbance,Age,Type,Tax,Prop,Prop2,lnRR,Proploss,Proploss2,Ran,Rich_Ref,Size,log_age,log_age_sq,Age_sq,Age_cu
Saldarriaga et al 1988,Saldarriaga et al 1988r,Shifting agriculture,80,Richness,Trees,0.8,0.49940067,-0.223143551,-0.2,-0.405465108,75,75,1,4.382026635,19.20215743,6400,512000
Saldarriaga et al 1988,Saldarriaga et al 1988s,Shifting agriculture,80,Richness,Trees,1.053333333,0.657544216,0.051959739,0.053333333,0.106767975,75,75,1,4.382026635,19.20215743,6400,512000
Turner et al 1997,Turner et al 1997a,Arable agriculture,100,Richness,Trees,0.465160075,0.290376567,-0.765373685,-0.534839925,-1.193799777,53.1,53.1,10,4.605170186,21.20759244,10000,1.00E+06
Turner et al 1997,Turner et al 1997b,Arable agriculture,100,Richness,Trees,0.619585687,0.386776884,-0.47870427,-0.380414313,-0.801087951,53.1,53.1,10,4.605170186,21.20759244,10000,1.00E+06
DeWalt et al 2003,DeWalt et al 2003a,Arable agriculture,20,Richness,Trees,0.859060403,0.536269176,-0.151916042,-0.140939597,-0.283768173,74.5,74.5,5,2.995732274,8.974411855,400,8000
DeWalt et al 2003,DeWalt et al 2003b,Arable agriculture,20,Richness,Trees,0.590604027,0.368685058,-0.526609491,-0.409395973,-0.869770716,74.5,74.5,5,2.995732274,8.974411855,400,8000
DeWalt et al 2003,DeWalt et al 2003c,Arable agriculture,40,Richness,Trees,1.140939597,0.712232499,0.131852131,0.140939597,0.283768173,74.5,74.5,5,3.688879454,13.60783163,1600,64000
DeWalt et al 2003,DeWalt et al 2003d,Arable agriculture,40,Richness,Trees,0.859060403,0.536269176,-0.151916042,-0.140939597,-0.283768173,74.5,74.5,5,3.688879454,13.60783163,1600,64000
DeWalt et al 2003,DeWalt et al 2003e,Arable agriculture,70,Richness,Trees,0.684563758,0.4273395,-0.378973493,-0.315436242,-0.653141846,74.5,74.5,5,4.248495242,18.04971182,4900,343000
DeWalt et al 2003,DeWalt et al 2003f,Arable agriculture,70,Richness,Trees,1.046979866,0.653578058,0.045909701,0.046979866,0.09402895,74.5,74.5,5,4.248495242,18.04971182,4900,343000
DeWalt et al 2003,DeWalt et al 2003g,Arable agriculture,100,Richness,Trees,0.993288591,0.620061235,-0.006734032,-0.006711409,-0.01342302,74.5,74.5,5,4.605170186,21.20759244,10000,1.00E+06
DeWalt et al 2003,DeWalt et al 2003h,Arable agriculture,100,Richness,Trees,0.845637584,0.52788997,-0.167664399,-0.154362416,-0.31121257,74.5,74.5,5,4.605170186,21.20759244,10000,1.00E+06
Andel et al 2001,Andel et al 2001a,Pasture,20,Richness,Trees,0.884848485,0.552367408,-0.122338852,-0.115151515,-0.231329136,82.5,82.5,10,2.995732274,8.974411855,400,8000
Andel et al 2001,Andel et al 2001b,Pasture,60,Richness,Trees,1.046511628,0.65328576,0.045462374,0.046511628,0.093090423,86,86,10,4.094344562,16.76365739,3600,216000
Ferreira et al 1999,Ferreira et al 1999a,Shifting agriculture,40,Richness,Trees,0.586230402,0.36595482,-0.534042389,-0.413769598,-0.880302,146.7,146.7,10,3.688879454,13.60783163,1600,64000
Ferreira et al 1999,Ferreira et al 1999b,Shifting agriculture,40,Richness,Trees,0.613496933,0.382975974,-0.488580015,-0.386503067,-0.815364813,146.7,146.7,10,3.688879454,13.60783163,1600,64000
Ferreira et al 1999,Ferreira et al 1999c,Shifting agriculture,40,Richness,Trees,0.613496933,0.382975974,-0.488580015,-0.386503067,-0.815364813,146.7,146.7,10,3.688879454,13.60783163,1600,64000
Grau et al 1997,Grau et al 1997a,Arable agriculture,11,Richness,Trees,0.452357564,0.282384588,-0.793282341,-0.547642436,-1.230015106,20.36,20.36,10,2.397895273,5.749901739,121,1331
Grau et al 1997,Grau et al 1997b,Arable agriculture,22.5,Richness,Trees,0.992632613,0.61965174,-0.00739466,-0.007367387,-0.014735041,20.36,20.36,10,3.113515309,9.693977581,506.25,11390.625
Grau et al 1997,Grau et al 1997c,Arable agriculture,47.5,Richness,Trees,0.984282908,0.614439429,-0.015841915,-0.015717092,-0.031436773,20.36,20.36,10,3.860729711,14.9052339,2256.25,107171.875
Grau et al 1997,Grau et al 1997d,Arable agriculture,47.5,Richness,Trees,1.068762279,0.667175748,0.06650123,0.068762279,0.137741925,20.36,20.36,10,3.860729711,14.9052339,2256.25,107171.875
